as_of_date,pair,tenor,quote_type,value,ticker,field,source,snapped_at
2026-09-20,EURUSD,9M,RR10,-0.27,EURUSD10R9M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,EURUSD,9M,RR25,-0.1475,EURUSD25R9M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,EURUSD,ON,ATM,2.765,EURUSDVON BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,EURUSD,ON,BF10,0.3325,EURUSD10BON BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,EURUSD,ON,BF25,0.1075,EURUSD25BON BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,EURUSD,ON,RR10,-0.46,EURUSD10RON BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,EURUSD,ON,RR25,-0.26,EURUSD25RON BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDCHF,1M,ATM,6.06,USDCHFV1M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDCHF,1M,BF10,0.465,USDCHF10B1M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDCHF,1M,BF25,0.135,USDCHF25B1M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDCHF,1M,RR10,-0.675,USDCHF10R1M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDCHF,1M,RR25,-0.355,USDCHF25R1M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDCHF,1W,ATM,6.04,USDCHFV1W BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDCHF,1W,BF10,0.4,USDCHF10B1W BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDCHF,1W,BF25,0.1175,USDCHF25B1W BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDCHF,1W,RR10,-0.38,USDCHF10R1W BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDCHF,1W,RR25,-0.2025,USDCHF25R1W BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDCHF,1Y,ATM,7.215,USDCHFV1Y BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDCHF,1Y,BF10,1.065,USDCHF10B1Y BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDCHF,1Y,BF25,0.29,USDCHF25B1Y BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDCHF,1Y,RR10,-1.235,USDCHF10R1Y BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDCHF,1Y,RR25,-0.67,USDCHF25R1Y BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDCHF,2M,ATM,6.425,USDCHFV2M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDCHF,2M,BF10,0.54,USDCHF10B2M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDCHF,2M,BF25,0.1525,USDCHF25B2M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDCHF,2M,RR10,-0.83,USDCHF10R2M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDCHF,2M,RR25,-0.4375,USDCHF25R2M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDCHF,2W,ATM,6.24,USDCHFV2W BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDCHF,2W,BF10,0.43,USDCHF10B2W BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDCHF,2W,BF25,0.1275,USDCHF25B2W BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDCHF,2W,RR10,-0.57,USDCHF10R2W BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDCHF,2W,RR25,-0.2975,USDCHF25R2W BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDCHF,3M,ATM,6.6,USDCHFV3M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDCHF,3M,BF10,0.62,USDCHF10B3M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDCHF,3M,BF25,0.1675,USDCHF25B3M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDCHF,3M,RR10,-0.955,USDCHF10R3M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDCHF,3M,RR25,-0.4975,USDCHF25R3M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDCHF,6M,ATM,6.78,USDCHFV6M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDCHF,6M,BF10,0.785,USDCHF10B6M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDCHF,6M,BF25,0.2075,USDCHF25B6M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDCHF,6M,RR10,-1.07,USDCHF10R6M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDCHF,6M,RR25,-0.5575,USDCHF25R6M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDCHF,9M,ATM,7.025,USDCHFV9M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDCHF,9M,BF10,0.935,USDCHF10B9M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDCHF,9M,BF25,0.2425,USDCHF25B9M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDCHF,9M,RR10,-1.145,USDCHF10R9M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDCHF,9M,RR25,-0.5975,USDCHF25R9M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDCHF,ON,ATM,4.17,USDCHFVON BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDCHF,ON,BF10,0.35,USDCHF10BON BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDCHF,ON,BF25,0.105,USDCHF25BON BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDCHF,ON,RR10,-0.24,USDCHF10RON BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDCHF,ON,RR25,-0.135,USDCHF25RON BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDJPY,1M,ATM,8.545,USDJPYV1M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDJPY,1M,BF10,0.7375,USDJPY10B1M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDJPY,1M,BF25,0.2225,USDJPY25B1M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDJPY,1M,RR10,-3.8075,USDJPY10R1M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDJPY,1M,RR25,-2.0125,USDJPY25R1M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDJPY,1W,ATM,9.215,USDJPYV1W BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDJPY,1W,BF10,0.7825,USDJPY10B1W BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDJPY,1W,BF25,0.235,USDJPY25B1W BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDJPY,1W,RR10,-4.17,USDJPY10R1W BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDJPY,1W,RR25,-2.185,USDJPY25R1W BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDJPY,1Y,ATM,8.59,USDJPYV1Y BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDJPY,1Y,BF10,1.2425,USDJPY10B1Y BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDJPY,1Y,BF25,0.36,USDJPY25B1Y BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDJPY,1Y,RR10,-1.115,USDJPY10R1Y BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDJPY,1Y,RR25,-0.59,USDJPY25R1Y BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDJPY,2M,ATM,8.64,USDJPYV2M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDJPY,2M,BF10,0.775,USDJPY10B2M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDJPY,2M,BF25,0.24,USDJPY25B2M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDJPY,2M,RR10,-3.485,USDJPY10R2M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDJPY,2M,RR25,-1.875,USDJPY25R2M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDJPY,2W,ATM,9.1725,USDJPYV2W BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDJPY,2W,BF10,0.7825,USDJPY10B2W BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDJPY,2W,BF25,0.2425,USDJPY25B2W BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDJPY,2W,RR10,-4.1825,USDJPY10R2W BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDJPY,2W,RR25,-2.1725,USDJPY25R2W BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDJPY,3M,ATM,8.6775,USDJPYV3M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDJPY,3M,BF10,0.835,USDJPY10B3M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDJPY,3M,BF25,0.2675,USDJPY25B3M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDJPY,3M,RR10,-3.21,USDJPY10R3M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDJPY,3M,RR25,-1.7875,USDJPY25R3M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDJPY,6M,ATM,8.5575,USDJPYV6M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDJPY,6M,BF10,0.985,USDJPY10B6M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDJPY,6M,BF25,0.285,USDJPY25B6M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDJPY,6M,RR10,-2.345,USDJPY10R6M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDJPY,6M,RR25,-1.2675,USDJPY25R6M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDJPY,9M,ATM,8.5825,USDJPYV9M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDJPY,9M,BF10,1.1,USDJPY10B9M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDJPY,9M,BF25,0.305,USDJPY25B9M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDJPY,9M,RR10,-1.6575,USDJPY10R9M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDJPY,9M,RR25,-0.875,USDJPY25R9M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDJPY,ON,ATM,7.555,USDJPYVON BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDJPY,ON,BF10,0.685,USDJPY10BON BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDJPY,ON,BF25,0.245,USDJPY25BON BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDJPY,ON,RR10,-3.665,USDJPY10RON BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDJPY,ON,RR25,-1.995,USDJPY25RON BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDZAR,1M,ATM,10.255,USDZARV1M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDZAR,1M,BF10,1.025,USDZAR10B1M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDZAR,1M,BF25,0.315,USDZAR25B1M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDZAR,1M,RR10,4.205,USDZAR10R1M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDZAR,1M,RR25,2.165,USDZAR25R1M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDZAR,1W,ATM,10.21,USDZARV1W BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDZAR,1W,BF10,0.9575,USDZAR10B1W BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDZAR,1W,BF25,0.3,USDZAR25B1W BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDZAR,1W,RR10,3.8225,USDZAR10R1W BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDZAR,1W,RR25,2.0325,USDZAR25R1W BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDZAR,1Y,ATM,11.96,USDZARV1Y BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDZAR,1Y,BF10,1.04,USDZAR10B1Y BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDZAR,1Y,BF25,0.32,USDZAR25B1Y BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDZAR,1Y,RR10,3.88,USDZAR10R1Y BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDZAR,1Y,RR25,1.92,USDZAR25R1Y BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDZAR,2M,ATM,10.715,USDZARV2M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDZAR,2M,BF10,1.0125,USDZAR10B2M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDZAR,2M,BF25,0.3075,USDZAR25B2M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDZAR,2M,RR10,4.1675,USDZAR10R2M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDZAR,2M,RR25,2.1325,USDZAR25R2M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDZAR,2W,ATM,10.44,USDZARV2W BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDZAR,2W,BF10,0.975,USDZAR10B2W BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDZAR,2W,BF25,0.305,USDZAR25B2W BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDZAR,2W,RR10,3.95,USDZAR10R2W BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDZAR,2W,RR25,2.115,USDZAR25R2W BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDZAR,3M,ATM,10.915,USDZARV3M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDZAR,3M,BF10,1.01,USDZAR10B3M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDZAR,3M,BF25,0.3075,USDZAR25B3M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDZAR,3M,RR10,4.1425,USDZAR10R3M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDZAR,3M,RR25,2.1,USDZAR25R3M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDZAR,6M,ATM,11.2,USDZARV6M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDZAR,6M,BF10,0.975,USDZAR10B6M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDZAR,6M,BF25,0.295,USDZAR25B6M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDZAR,6M,RR10,4.005,USDZAR10R6M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDZAR,6M,RR25,1.995,USDZAR25R6M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDZAR,9M,ATM,11.63,USDZARV9M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDZAR,9M,BF10,0.99,USDZAR10B9M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDZAR,9M,BF25,0.3025,USDZAR25B9M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDZAR,9M,RR10,3.9075,USDZAR10R9M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDZAR,9M,RR25,1.9325,USDZAR25R9M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDZAR,ON,ATM,8.3975,USDZARVON BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDZAR,ON,BF10,0.82,USDZAR10BON BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDZAR,ON,BF25,0.255,USDZAR25BON BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDZAR,ON,RR10,3.0625,USDZAR10RON BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,USDZAR,ON,RR25,1.6425,USDZAR25RON BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,XAUUSD,1M,ATM,20.94,XAUUSDV1M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,XAUUSD,1M,BF10,2.165,XAUUSD10B1M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,XAUUSD,1M,BF25,0.58,XAUUSD25B1M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,XAUUSD,1M,RR10,1.295,XAUUSD10R1M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,XAUUSD,1M,RR25,0.71,XAUUSD25R1M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,XAUUSD,1W,ATM,19.7375,XAUUSDV1W BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,XAUUSD,1W,BF10,1.5125,XAUUSD10B1W BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,XAUUSD,1W,BF25,0.425,XAUUSD25B1W BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,XAUUSD,1W,RR10,0.6125,XAUUSD10R1W BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,XAUUSD,1W,RR25,0.3125,XAUUSD25R1W BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,XAUUSD,1Y,ATM,22.12,XAUUSDV1Y BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,XAUUSD,1Y,BF10,3.255,XAUUSD10B1Y BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,XAUUSD,1Y,BF25,0.955,XAUUSD25B1Y BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,XAUUSD,1Y,RR10,2.97,XAUUSD10R1Y BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,XAUUSD,1Y,RR25,1.52,XAUUSD25R1Y BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,XAUUSD,2M,ATM,21.89,XAUUSDV2M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,XAUUSD,2M,BF10,2.55,XAUUSD10B2M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,XAUUSD,2M,BF25,0.695,XAUUSD25B2M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,XAUUSD,2M,RR10,1.755,XAUUSD10R2M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,XAUUSD,2M,RR25,0.97,XAUUSD25R2M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,XAUUSD,2W,ATM,20.6325,XAUUSDV2W BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,XAUUSD,2W,BF10,1.7325,XAUUSD10B2W BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,XAUUSD,2W,BF25,0.4925,XAUUSD25B2W BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,XAUUSD,2W,RR10,0.87,XAUUSD10R2W BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,XAUUSD,2W,RR25,0.4725,XAUUSD25R2W BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,XAUUSD,3M,ATM,22.07,XAUUSDV3M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,XAUUSD,3M,BF10,2.685,XAUUSD10B3M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,XAUUSD,3M,BF25,0.74,XAUUSD25B3M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,XAUUSD,3M,RR10,2.06,XAUUSD10R3M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,XAUUSD,3M,RR25,1.115,XAUUSD25R3M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,XAUUSD,6M,ATM,21.975,XAUUSDV6M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,XAUUSD,6M,BF10,2.945,XAUUSD10B6M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,XAUUSD,6M,BF25,0.83,XAUUSD25B6M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,XAUUSD,6M,RR10,2.465,XAUUSD10R6M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,XAUUSD,6M,RR25,1.31,XAUUSD25R6M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,XAUUSD,9M,ATM,22.0425,XAUUSDV9M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,XAUUSD,9M,BF10,3.1425,XAUUSD10B9M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,XAUUSD,9M,BF25,0.9225,XAUUSD25B9M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,XAUUSD,9M,RR10,2.69,XAUUSD10R9M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,XAUUSD,9M,RR25,1.435,XAUUSD25R9M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,XAUUSD,ON,ATM,12.33,XAUUSDVON BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,XAUUSD,ON,BF10,0.8825,XAUUSD10BON BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,XAUUSD,ON,BF25,0.245,XAUUSD25BON BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,XAUUSD,ON,RR10,0.5575,XAUUSD10RON BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,XAUUSD,ON,RR25,0.2825,XAUUSD25RON BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-21,EURSEK,1M,ATM,5.375,EURSEKV1M BGN Curncy,PX_LAST,BBG_BDP,2026-09-21T15:00:00-04:00
2026-09-21,EURSEK,1M,BF10,0.35,EURSEK10B1M BGN Curncy,PX_LAST,BBG_BDP,2026-09-21T15:00:00-04:00
